date,calls,p_c_ratio,puts,total
2017-12-12, 2696592, 0.85, 2302990, 4999582
2017-12-13, 2426921, 0.75, 1829639, 4256560
2017-12-14, 2722494, 0.80, 2177986, 4900480
2017-12-15, 3046458, 0.97, 2960539, 6006997
2017-12-18, 3401393, 0.69, 2344881, 5746274
2017-12-19, 2336790, 0.87, 2039429, 4376219
2017-12-20, 2350513, 0.80, 1890473, 4240986
2017-12-21, 1880948, 0.84, 1586416, 3467364
2017-12-22, 1690318, 0.95, 1608397, 3298715
2017-12-26, 1218646, 0.99, 1207112, 2425758
2017-12-27, 1313192, 0.95, 1249654, 2562846
2017-12-28, 1331472, 1.13, 1505412, 2836884
2017-12-29, 1803707, 1.11, 2000817, 3804524
2018-01-02, 2445115, 0.88, 2141925, 4587040
2018-01-03, 2883852, 0.85, 2463057, 5346909
2018-01-04, 3165683, 0.82, 2610892, 5776575
2018-01-05, 3016852, 0.92, 2776495, 5793347
2018-01-08, 3394444, 0.65, 2197476, 5591920
2018-01-09, 2582149, 0.81, 2080375, 4662524
2018-01-10, 4096432, 0.72, 2938080, 7034512
2018-01-11, 3434987, 0.72, 2461711, 5896698
2018-01-12, 4074628, 0.74, 3009461, 7084089
2018-01-16, 4752440, 0.69, 3293417, 8045857
2018-01-17, 3556929, 0.79, 2824513, 6381442
2018-01-18, 2973999, 0.83, 2472743, 5446742
2018-01-19, 2914279, 0.86, 2505421, 5419700
2018-01-22, 2777291, 0.89, 2480774, 5258065
2018-01-23, 3641740, 0.64, 2337131, 5978871
2018-01-24, 3677757, 0.84, 3098203, 6775960
2018-01-25, 2459361, 0.80, 1978554, 4437915
2018-01-26, 3121810, 0.79, 2467613, 5589423
2018-01-29, 3305058, 0.74, 2461877, 5766935
2018-01-30, 3107839, 0.95, 2952811, 6060650
2018-01-31, 3064194, 0.90, 2761194, 5825388
2018-02-01, 2598192, 0.91, 2353492, 4951684
2018-02-02, 6035199, 0.90, 5419273, 11454472
2018-02-05, 5923125, 0.92, 5428719, 11351844
2018-02-06, 5744211, 0.99, 5671878, 11416089
2018-02-07, 4056533, 0.91, 3672534, 7729067
2018-02-08, 3919462, 1.14, 4449451, 8368913
2018-02-09, 3992597, 1.31, 5237354, 9229951
2018-02-12, 3570113, 0.94, 3368360, 6938473
2018-02-13, 3039673, 0.96, 2903417, 5943090
2018-02-14, 2981929, 1.17, 3481044, 6462973
2018-02-15, 3179289, 0.92, 2929984, 6109273
2018-02-16, 3307999, 0.93, 3067685, 6375684
2018-02-20, 2396334, 0.86, 2055649, 4451983
2018-02-21, 2191609, 1.06, 2324659, 4516268
2018-02-22, 1899679, 1.12, 2135345, 4035024
2018-02-23, 2484710, 1.01, 2497317, 4982027
2018-02-26, 2714184, 0.93, 2517310, 5231494
2018-02-27, 2433665, 1.04, 2541480, 4975145
2018-02-28, 2331028, 1.08, 2519469, 4850497
2018-03-01, 2952565, 1.29, 3799160, 6751725
2018-03-02, 3014121, 1.16, 3494660, 6508781
2018-03-05, 2426392, 1.00, 2419114, 4845506
2018-03-06, 1938406, 0.93, 1796650, 3735056
2018-03-07, 2010408, 1.05, 2102644, 4113052
2018-03-08, 2254485, 0.90, 2028401, 4282886
2018-03-09, 3995513, 0.81, 3249780, 7245293
2018-03-12, 2566054, 0.87, 2237392, 4803446
2018-03-13, 2669172, 0.87, 2324142, 4993314
2018-03-14, 2401449, 1.05, 2524710, 4926159
2018-03-15, 2345547, 0.89, 2099141, 4444688
2018-03-16, 2741692, 0.96, 2626234, 5367926
2018-03-19, 3105750, 1.02, 3167511, 6273261
2018-03-20, 2402442, 0.84, 2008289, 4410731
2018-03-21, 1961228, 1.16, 2275520, 4236748
2018-03-22, 2505955, 1.22, 3067832, 5573787
2018-03-23, 2768463, 1.54, 4250717, 7019180
2018-03-26, 2356929, 1.18, 2776638, 5133567
2018-03-27, 2222132, 1.07, 2387731, 4609863
2018-03-28, 2260325, 1.34, 3039852, 5300177
2018-03-29, 2653399, 0.95, 2518483, 5171882
2018-04-02, 2490145, 1.28, 3176304, 5666449
2018-04-03, 1994235, 1.04, 2078774, 4073009
2018-04-04, 2391309, 0.98, 2338932, 4730241
2018-04-05, 2409099, 0.85, 2050905, 4460004
2018-04-06, 2596227, 1.03, 2669035, 5265262
2018-04-09, 1942913, 0.98, 1907705, 3850618
2018-04-10, 2333182, 0.85, 1983310, 4316492
2018-04-11, 2194995, 1.02, 2249274, 4444269
2018-04-12, 2070974, 0.99, 2057893, 4128867
2018-04-13, 2640665, 0.98, 2599182, 5239847
2018-04-16, 2520498, 0.94, 2360346, 4880844
2018-04-17, 3388780, 0.96, 3252402, 6641182
2018-04-18, 2570519, 0.96, 2472795, 5043314
2018-04-19, 2479986, 0.97, 2412028, 4892014
2018-04-20, 2608897, 0.98, 2554595, 5163492
2018-04-23, 1790344, 0.93, 1667994, 3458338
2018-04-24, 2522209, 1.04, 2626697, 5148906
2018-04-25, 2456417, 0.96, 2361919, 4818336
2018-04-26, 2702626, 0.82, 2229250, 4931876
2018-04-27, 2392718, 0.88, 2112734, 4505452
2018-04-30, 2094443, 0.92, 1926434, 4020877
2018-05-01, 1736096, 1.11, 1931217, 3667313
2018-05-02, 1959421, 0.93, 1816640, 3776061
2018-05-03, 2419224, 1.02, 2479126, 4898350
2018-05-04, 2480642, 0.96, 2379035, 4859677
2018-05-07, 2015133, 0.93, 1881086, 3896219
2018-05-08, 1911680, 0.83, 1590424, 3502104
2018-05-09, 2651640, 0.84, 2220965, 4872605
2018-05-10, 3082534, 0.81, 2502750, 5585284
2018-05-11, 2631260, 0.98, 2586964, 5218224
2018-05-14, 2315321, 0.88, 2033245, 4348566
2018-05-15, 1954687, 1.11, 2176018, 4130705
2018-05-16, 2053586, 0.89, 1819625, 3873211
2018-05-17, 2200251, 0.83, 1835056, 4035307
2018-05-18, 1970493, 1.03, 2022220, 3992713
2018-05-21, 2121011, 0.82, 1749069, 3870080
2018-05-22, 1892767, 0.83, 1568313, 3461080
2018-05-23, 1873493, 0.99, 1852456, 3725949
2018-05-24, 1923434, 0.87, 1673318, 3596752
2018-05-25, 1966658, 0.92, 1801471, 3768129
2018-05-29, 2240205, 1.09, 2443511, 4683716
2018-05-30, 2063377, 0.98, 2032385, 4095762
2018-05-31, 1955639, 1.13, 2210641, 4166280
2018-06-01, 2345718, 0.86, 2007095, 4352813
2018-06-04, 2066974, 0.81, 1682476, 3749450
2018-06-05, 2083677, 0.77, 1608045, 3691722
2018-06-06, 2653437, 0.83, 2197211, 4850648
2018-06-07, 2614682, 0.92, 2401313, 5015995
2018-06-08, 1962230, 0.95, 1860246, 3822476
2018-06-11, 2424465, 0.74, 1788371, 4212836
2018-06-12, 2551222, 0.72, 1826461, 4377683
2018-06-13, 2571941, 0.74, 1905661, 4477602
2018-06-14, 2566042, 0.93, 2396034, 4962076
2018-06-15, 2677100, 0.93, 2486647, 5163747
2018-06-18, 2137943, 1.03, 2191990, 4329933
2018-06-19, 2637129, 0.84, 2210659, 4847788
2018-06-20, 2167440, 0.89, 1935969, 4103409
2018-06-21, 2012605, 1.03, 2065604, 4078209
2018-06-22, 2049871, 0.86, 1757812, 3807683
2018-06-25, 3030070, 1.10, 3345158, 6375228
2018-06-26, 2032970, 0.91, 1855313, 3888283
2018-06-27, 2162929, 1.08, 2344281, 4507210
2018-06-28, 2014191, 1.32, 2660840, 4675031
2018-06-29, 1795504, 1.24, 2224736, 4020240
2018-07-02, 1535022, 1.06, 1623039, 3158061
2018-07-03, 1029070, 1.07, 1101941, 2131011
2018-07-05, 1639929, 0.91, 1499444, 3139373
2018-07-06, 1948665, 1.00, 1954384, 3903049
2018-07-09, 2397498, 0.92, 2204464, 4601962
2018-07-10, 2121207, 0.98, 2089126, 4210333
2018-07-11, 1773591, 1.02, 1811487, 3585078
2018-07-12, 2138806, 0.92, 1965266, 4104072
2018-07-13, 2271804, 0.98, 2233691, 4505495
2018-07-16, 1861465, 0.99, 1850342, 3711807
2018-07-17, 2319537, 0.95, 2202099, 4521636
2018-07-18, 2232910, 0.85, 1898850, 4131760
2018-07-19, 2158181, 0.90, 1945921, 4104102
2018-07-20, 2363711, 0.98, 2312179, 4675890
2018-07-23, 2040734, 0.85, 1739962, 3780696
2018-07-24, 2466823, 0.91, 2255765, 4722588
2018-07-25, 2330402, 0.82, 1912089, 4242491
2018-07-26, 2431074, 0.74, 1799590, 4230664
2018-07-27, 2391504, 1.05, 2515110, 4906614
2018-07-30, 1988652, 1.12, 2217683, 4206335
2018-07-31, 1975006, 1.00, 1979711, 3954717
2018-08-01, 1779692, 1.02, 1810774, 3590466
2018-08-02, 2234188, 0.97, 2161001, 4395189
2018-08-03, 2087391, 0.90, 1885233, 3972624
2018-08-06, 2084790, 0.90, 1880817, 3965607
2018-08-07, 2281670, 0.92, 2098657, 4380327
2018-08-08, 2143650, 0.95, 2028669, 4172319
2018-08-09, 2089285, 0.85, 1781703, 3870988
2018-08-10, 2375732, 1.20, 2857609, 5233341
2018-08-13, 2015881, 1.08, 2185756, 4201637
2018-08-14, 1825606, 0.91, 1659436, 3485042
2018-08-15, 2942542, 1.16, 3425302, 6367844
2018-08-16, 2539634, 0.94, 2388096, 4927730
2018-08-17, 2500748, 1.04, 2593075, 5093823
2018-08-20, 2119103, 0.79, 1684544, 3803647
2018-08-21, 2604872, 0.81, 2115002, 4719874
2018-08-22, 1960269, 0.96, 1888324, 3848593
2018-08-23, 1899488, 1.03, 1957529, 3857017
2018-08-24, 2205641, 0.92, 2039883, 4245524
2018-08-27, 2800369, 0.74, 2059543, 4859912
2018-08-28, 2265544, 0.81, 1832909, 4098453
2018-08-29, 2434059, 0.85, 2062848, 4496907
2018-08-30, 2527602, 0.82, 2077976, 4605578
2018-08-31, 2076080, 1.03, 2132921, 4209001
2018-09-04, 2185929, 0.85, 1865265, 4051194
2018-09-05, 2279768, 0.99, 2255413, 4535181
2018-09-06, 2302409, 1.05, 2428537, 4730946
2018-09-07, 2096536, 1.17, 2460550, 4557086
2018-09-10, 1557770, 1.15, 1798751, 3356521
2018-09-11, 1997655, 0.88, 1749177, 3746832
2018-09-12, 2423997, 0.82, 1993993, 4417990
2018-09-13, 2829162, 0.84, 2367598, 5196760
2018-09-14, 2617524, 0.83, 2164861, 4782385
2018-09-17, 2189143, 0.92, 2024136, 4213279
2018-09-18, 2347465, 0.83, 1946520, 4293985
2018-09-19, 2483086, 0.95, 2356882, 4839968
2018-09-20, 3183329, 0.89, 2824592, 6007921
2018-09-21, 2802023, 0.98, 2753133, 5555156
2018-09-24, 1900664, 0.98, 1860584, 3761248
2018-09-25, 1730192, 0.88, 1528267, 3258459
2018-09-26, 2162974, 0.87, 1890371, 4053345
2018-09-27, 1983927, 0.94, 1863912, 3847839
2018-09-28, 2288654, 1.06, 2436205, 4724859
2018-10-01, 1951649, 1.01, 1974084, 3925733
2018-10-02, 1943970, 0.80, 1548526, 3492496
2018-10-03, 2326096, 0.86, 1996688, 4322784
2018-10-04, 3124387, 1.07, 3327771, 6452158
2018-10-05, 2834942, 1.18, 3355363, 6190305
2018-10-08, 2395866, 1.17, 2814171, 5210037
2018-10-09, 2158299, 0.94, 2037157, 4195456
2018-10-10, 4053501, 1.22, 4929041, 8982542
2018-10-11, 4568540, 1.18, 5409370, 9977910
2018-10-12, 3451863, 1.16, 4008069, 7459932
2018-10-15, 2817052, 0.96, 2693744, 5510796
2018-10-16, 2939656, 1.03, 3033662, 5973318
2018-10-17, 2386571, 1.17, 2782555, 5169126
2018-10-18, 2323526, 1.30, 3025107, 5348633
2018-10-19, 2713002, 1.14, 3089192, 5802194
2018-10-22, 1959408, 1.07, 2088751, 4048159
2018-10-23, 3310613, 1.04, 3431708, 6742321
2018-10-24, 2866382, 1.29, 3694403, 6560785
2018-10-25, 3415936, 1.03, 3515380, 6931316
2018-10-26, 3545251, 1.32, 4665883, 8211134
2018-10-29, 2511741, 1.27, 3184895, 5696636
2018-10-30, 2545522, 1.18, 2993079, 5538601
2018-10-31, 2876199, 1.12, 3221625, 6097824
2018-11-01, 2804281, 0.85, 2371975, 5176256
2018-11-02, 2945481, 0.93, 2725899, 5671380
2018-11-05, 1963555, 1.02, 2003275, 3966830
2018-11-06, 2097855, 1.12, 2343957, 4441812
2018-11-07, 3515265, 0.96, 3379709, 6894974
2018-11-08, 2315889, 0.97, 2255426, 4571315
2018-11-09, 2685866, 1.11, 2982875, 5668741
2018-11-12, 2141031, 1.19, 2540548, 4681579
2018-11-13, 2421964, 0.98, 2379264, 4801228
2018-11-14, 2512363, 1.22, 3075820, 5588183
2018-11-15, 3295636, 0.85, 2812063, 6107699
2018-11-16, 2858882, 0.94, 2693865, 5552747
2018-11-19, 2562239, 0.97, 2475175, 5037414
2018-11-20, 3501742, 0.92, 3230759, 6732501
2018-11-21, 2044745, 1.08, 2211329, 4256074
2018-11-23, 1190029, 1.12, 1330341, 2520370
2018-11-26, 2275990, 0.96, 2185276, 4461266
2018-11-27, 1911272, 0.92, 1761585, 3672857
2018-11-28, 3027223, 0.84, 2552898, 5580121
2018-11-29, 2486540, 0.89, 2212005, 4698545
2018-11-30, 3036323, 0.76, 2317365, 5353688
2018-12-03, 3214550, 0.76, 2456496, 5671046
2018-12-04, 3561693, 0.95, 3367543, 6929236
2018-12-06, 3580999, 1.08, 3880883, 7461882
2018-12-07, 2999110, 1.17, 3510147, 6509257
2018-12-10, 3013656, 1.07, 3215356, 6229012
2018-12-11, 2221664, 0.97, 2162513, 4384177
2018-12-12, 2333575, 1.00, 2335508, 4669083
2018-12-13, 1803421, 1.16, 2088283, 3891704
2018-12-14, 2536798, 1.14, 2884630, 5421428
2018-12-17, 2749829, 1.37, 3766378, 6516207
2018-12-18, 2978033, 1.09, 3238708, 6216741
2018-12-19, 2758099, 1.28, 3518835, 6276934
2018-12-20, 3009602, 1.82, 5489571, 8499173
2018-12-21, 3364864, 1.43, 4806236, 8171100
2018-12-24, 2055526, 1.32, 2720075, 4775601
2018-12-26, 3154272, 1.06, 3335873, 6490145
2018-12-27, 2520244, 0.96, 2421897, 4942141
2018-12-28, 2972405, 0.78, 2305574, 5277979
2018-12-31, 2011992, 0.98, 1973940, 3985932
2019-01-02, 2283191, 1.03, 2356140, 4639331
2019-01-03, 2138513, 1.31, 2796245, 4934758
2019-01-04, 3231796, 0.91, 2956419, 6188215
2019-01-07, 2532574, 0.87, 2202169, 4734743
2019-01-08, 2414536, 0.97, 2334937, 4749473
2019-01-09, 2498857, 0.93, 2325012, 4823869
2019-01-10, 2084999, 1.13, 2359397, 4444396
2019-01-11, 2515122, 1.08, 2709313, 5224435
2019-01-14, 1874409, 1.04, 1956470, 3830879
2019-01-15, 2408741, 1.03, 2472705, 4881446
2019-01-16, 2531008, 1.08, 2724527, 5255535
2019-01-17, 2742179, 0.80, 2201958, 4944137
2019-01-18, 3833728, 0.84, 3235999, 7069727
2019-01-22, 2377225, 0.93, 2220299, 4597524
2019-01-23, 1839737, 1.16, 2142678, 3982415
2019-01-24, 1738991, 0.98, 1701909, 3440900
2019-01-25, 2834706, 0.75, 2111929, 4946635
2019-01-28, 1921259, 0.99, 1903328, 3824587
2019-01-29, 1614213, 0.89, 1442078, 3056291
2019-01-30, 2524146, 0.89, 2238542, 4762688
2019-01-31, 3057059, 0.84, 2575809, 5632868
2019-02-01, 2321864, 1.13, 2635186, 4957050
2019-02-04, 2210136, 0.84, 1854380, 4064516
2019-02-05, 2492399, 0.83, 2059304, 4551703
2019-02-06, 2169681, 0.97, 2104218, 4273899
2019-02-07, 2470113, 0.99, 2450660, 4920773
2019-02-08, 2154209, 1.04, 2230680, 4384889
2019-02-11, 1785031, 0.87, 1561130, 3346161
2019-02-12, 2626878, 0.78, 2058301, 4685179
2019-02-13, 2350518, 1.01, 2375526, 4726044
2019-02-14, 2236010, 0.92, 2067647, 4303657
2019-02-15, 2819706, 0.80, 2242827, 5062533
2019-02-19, 2193763, 0.86, 1878883, 4072646
2019-02-20, 2405663, 0.79, 1894650, 4300313
2019-02-21, 1971065, 0.93, 1823852, 3794917
2019-02-22, 2741621, 0.79, 2155718, 4897339
2019-02-25, 2995643, 0.78, 2343455, 5339098
2019-02-26, 2051834, 0.85, 1754311, 3806145
2019-02-27, 2000731, 0.93, 1862729, 3863460
2019-02-28, 2025848, 0.96, 1936205, 3962053
2019-03-01, 2461683, 0.91, 2237133, 4698816
2019-03-04, 2882827, 1.00, 2874706, 5757533
2019-03-05, 1908352, 0.89, 1701766, 3610118
2019-03-06, 2035186, 1.06, 2161538, 4196724
2019-03-07, 2268344, 1.12, 2537346, 4805690
2019-03-08, 2638822, 0.97, 2546733, 5185555
2019-03-11, 2466524, 0.82, 2024383, 4490907
2019-03-12, 2072280, 1.01, 2095879, 4168159
2019-03-13, 3080296, 0.85, 2614348, 5694644
2019-03-14, 2310041, 0.91, 2101463, 4411504
2019-03-15, 3268245, 0.85, 2771279, 6039524
2019-03-18, 2539408, 0.81, 2046229, 4585637
2019-03-19, 2424481, 0.96, 2329493, 4753974
2019-03-20, 2484045, 0.89, 2204239, 4688284
2019-03-21, 2585631, 0.77, 1979034, 4564665
2019-03-22, 3128973, 0.89, 2799246, 5928219
2019-03-25, 2338372, 0.86, 2010031, 4348403
2019-03-26, 1770502, 0.88, 1562736, 3333238
2019-03-27, 1905732, 1.03, 1969335, 3875067
2019-03-28, 1682612, 0.87, 1463457, 3146069
2019-03-29, 2220565, 0.88, 1958652, 4179217
2019-04-01, 2412620, 0.84, 2016077, 4428697
2019-04-02, 1936163, 0.83, 1610529, 3546692
2019-04-03, 2526706, 0.86, 2162922, 4689628
2019-04-04, 1751075, 0.81, 1424756, 3175831
2019-04-05, 2333591, 0.82, 1916203, 4249794
2019-04-08, 2172333, 0.76, 1641190, 3813523
2019-04-09, 2124392, 0.86, 1832856, 3957248
2019-04-10, 1710344, 0.89, 1523035, 3233379
2019-04-11, 1746204, 0.99, 1720072, 3466276
2019-04-12, 3098764, 0.74, 2293205, 5391969
2019-04-15, 2034187, 0.91, 1854644, 3888831
2019-04-16, 2446876, 0.92, 2242147, 4689023
2019-04-17, 2837149, 0.81, 2288033, 5125182
2019-04-18, 2449297, 0.88, 2160682, 4609979
2019-04-22, 1886667, 0.86, 1616386, 3503053
2019-04-23, 2557897, 0.81, 2065400, 4623297
2019-04-24, 2046117, 0.87, 1784939, 3831056
2019-04-25, 2240456, 0.85, 1902992, 4143448
2019-04-26, 2257619, 0.86, 1945320, 4202939
2019-04-29, 2159208, 0.86, 1850926, 4010134
2019-04-30, 2164397, 1.04, 2260298, 4424695
2019-05-01, 2527005, 0.93, 2343465, 4870470
2019-05-02, 2465153, 0.93, 2287437, 4752590
2019-05-03, 2658168, 0.77, 2052047, 4710215
2019-05-06, 2408436, 1.05, 2520324, 4928760
2019-05-07, 4234669, 0.87, 3677764, 7912433
2019-05-08, 2082259, 1.20, 2498370, 4580629
2019-05-09, 2843449, 1.28, 3629524, 6472973
2019-05-10, 2643797, 1.24, 3266115, 5909912
2019-05-13, 3083882, 1.09, 3346577, 6430459
2019-05-14, 2183993, 1.02, 2226121, 4410114
2019-05-15, 2294167, 1.15, 2644226, 4938393
2019-05-16, 2772004, 1.02, 2837679, 5609683
2019-05-17, 2598474, 1.09, 2842980, 5441454
2019-05-20, 2312092, 0.85, 1956300, 4268392
2019-05-21, 2063684, 1.00, 2058059, 4121743
2019-05-22, 1987373, 0.94, 1858639, 3846012
2019-05-23, 2395569, 1.21, 2905135, 5300704
2019-05-24, 2036125, 0.96, 1949679, 3985804
2019-05-28, 1859125, 1.07, 1993215, 3852340
2019-05-29, 2577738, 1.41, 3637836, 6215574
2019-05-30, 1934032, 1.10, 2128404, 4062436
2019-05-31, 2621345, 1.19, 3108219, 5729564
2019-06-03, 2284057, 1.13, 2587659, 4871716
2019-06-04, 2245495, 0.96, 2148413, 4393908
2019-06-05, 2209070, 0.99, 2179809, 4388879
2019-06-06, 2190300, 0.85, 1871042, 4061342
2019-06-07, 3217489, 0.79, 2557308, 5774797
2019-06-10, 2580349, 0.78, 2023646, 4603995
2019-06-11, 2004038, 0.98, 1955658, 3959696
2019-06-12, 1813452, 1.00, 1804643, 3618095
2019-06-13, 1826142, 0.90, 1636463, 3462605
2019-06-14, 1945231, 0.97, 1877296, 3822527
2019-06-17, 1840340, 1.00, 1843463, 3683803
2019-06-18, 2784253, 0.91, 2547147, 5331400
2019-06-19, 2493318, 0.85, 2130835, 4624153
2019-06-20, 3667885, 0.76, 2797244, 6465129
2019-06-21, 2950738, 0.76, 2254708, 5205446
2019-06-24, 2094292, 0.77, 1603717, 3698009
2019-06-25, 2146472, 0.98, 2111842, 4258314
2019-06-26, 1937041, 0.91, 1764877, 3701918
2019-06-27, 1794076, 0.89, 1595318, 3389394
2019-06-28, 2388740, 0.86, 2056509, 4445249
2019-07-01, 2679013, 0.88, 2368429, 5047442
2019-07-02, 2073651, 0.89, 1836880, 3910531
2019-07-03, 1788490, 0.77, 1383938, 3172428
2019-07-05, 2126251, 0.90, 1917734, 4043985
2019-07-08, 2039429, 0.94, 1922977, 3962406
2019-07-09, 1735177, 0.94, 1630169, 3365346
2019-07-10, 2352559, 0.87, 2046266, 4398825
2019-07-11, 2043994, 0.88, 1794107, 3838101
2019-07-12, 2329296, 0.90, 2101403, 4430699
2019-07-15, 1824237, 0.96, 1751567, 3575804
2019-07-16, 2472095, 0.90, 2220105, 4692200
2019-07-17, 2015575, 0.99, 2003742, 4019317
2019-07-18, 2258056, 0.94, 2121797, 4379853
2019-07-19, 2501337, 1.09, 2727461, 5228798
2019-07-22, 1716980, 0.99, 1695176, 3412156
2019-07-23, 2218895, 0.75, 1658507, 3877402
2019-07-24, 2613468, 0.73, 1911194, 4524662
2019-07-25, 2190570, 0.77, 1680635, 3871205
2019-07-26, 2415262, 0.81, 1945079, 4360341
2019-07-29, 1888571, 0.81, 1523177, 3411748
2019-07-30, 1739297, 1.03, 1794940, 3534237
2019-07-31, 2615537, 0.99, 2577854, 5193391
2019-08-01, 3265561, 1.06, 3469468, 6735029
2019-08-02, 3177296, 1.13, 3575759, 6753055
2019-08-05, 3744415, 1.24, 4641142, 8385557
2019-08-06, 2496698, 1.10, 2749745, 5246443
2019-08-07, 2368034, 1.26, 2971926, 5339960
2019-08-08, 2310167, 1.05, 2426667, 4736834
2019-08-09, 2213786, 0.99, 2199891, 4413677
2019-08-12, 2022342, 1.16, 2346590, 4368932
2019-08-13, 2389166, 0.93, 2222536, 4611702
2019-08-14, 2990422, 1.27, 3808103, 6798525
2019-08-15, 2523897, 1.17, 2959305, 5483202
2019-08-16, 2691815, 1.10, 2963940, 5655755
2019-08-19, 2342839, 0.94, 2197016, 4539855
2019-08-20, 2018226, 0.84, 1698350, 3716576
2019-08-21, 2109927, 1.28, 2699996, 4809923
2019-08-22, 1831994, 0.93, 1702071, 3534065
2019-08-23, 2773561, 1.19, 3287713, 6061274
2019-08-26, 1848184, 1.09, 2007329, 3855513
2019-08-27, 2034335, 0.95, 1938185, 3972520
2019-08-28, 1938944, 1.18, 2292386, 4231330
2019-08-29, 2189941, 1.01, 2209941, 4399882
2019-08-30, 1828463, 1.25, 2283447, 4111910
2019-09-03, 1786081, 1.11, 1981261, 3767342
2019-09-04, 2028337, 1.00, 2027872, 4056209
2019-09-05, 2861825, 0.82, 2356789, 5218614
2019-09-06, 2290261, 0.92, 2111010, 4401271
2019-09-09, 2339451, 0.98, 2296322, 4635773
2019-09-10, 2303690, 0.84, 1932614, 4236304
2019-09-11, 2834988, 0.78, 2198442, 5033430
2019-09-12, 2681932, 0.84, 2258307, 4940239
2019-09-13, 2661802, 0.92, 2450627, 5112429
2019-09-16, 2053129, 1.19, 2452665, 4505794
2019-09-17, 2437446, 0.83, 2027344, 4464790
2019-09-18, 2813937, 1.03, 2897934, 5711871
2019-09-19, 2393953, 1.12, 2670642, 5064595
2019-09-20, 2544940, 1.05, 2684381, 5229321
2019-09-23, 1904221, 1.03, 1962814, 3867035
2019-09-24, 2621706, 1.15, 3013518, 5635224
2019-09-25, 2072964, 1.05, 2175622, 4248586
2019-09-26, 1675010, 1.04, 1747719, 3422729
2019-09-27, 2804773, 1.06, 2967872, 5772645
2019-09-30, 1554467, 1.17, 1812353, 3366820
2019-10-01, 2031626, 1.09, 2215232, 4246858
2019-10-02, 2830814, 1.27, 3591241, 6422055
2019-10-03, 2097645, 1.37, 2882751, 4980396
2019-10-04, 2175006, 1.05, 2289715, 4464721
2019-10-07,1456874,1.05,1534921,2991795
2019-10-08,2024459,1.01,2042975,4067434
2019-10-09,1485876,1.03,1528717,3014593
2019-10-10,1793569,0.99,1784523,3578092
2019-10-11,3146912,0.94,2954207,6101119
2019-10-14,1719061,1.15,1982125,3701186
2019-10-15,2404579,1.01,2430997,4835576
2019-10-16,2197093,0.92,2010830,4207923
2019-10-17,2212160,0.91,2010796,4222956
2019-10-18,2393394,1.14,2726507,5119901
2019-10-21,1874419,0.94,1752638,3627057
2019-10-22,1830373,0.95,1745667,3576040
2019-10-23,1855272,0.87,1605345,3460617
2019-10-24,2079538,0.78,1614734,3694272
2019-10-25,2459422,0.82,2027933,4487355
2019-10-28,2120174,0.79,1672719,3792893
2019-10-29,2116830,0.85,1789135,3905965
2019-10-30,2360840,0.97,2292241,4653081
2019-10-31,2506758,1.16,2904060,5410818
2019-11-01,2907311,0.74,2144200,5051511
2019-11-04,3367065,0.65,2183769,5550834
2019-11-05,2293813,0.85,1960547,4254360
2019-11-06,2111640,0.93,1968039,4079679
2019-11-07,2964545,0.66,1957857,4922402
2019-11-08,2209608,0.94,2071254,4280862
2019-11-11,1872489,0.91,1697766,3570255
2019-11-12,2239910,0.88,1973569,4213479
2019-11-13,2108495,1.0,2109083,4217578
2019-11-14,2378203,0.92,2198900,4577103
2019-11-15,3173529,0.84,2664666,5838195
2019-11-18,2474914,0.84,2069328,4544242
2019-11-19,2073734,1.08,2231330,4305064
2019-11-20,2472733,1.0,2472522,4945255
2019-11-21,1717349,1.21,2081338,3798687
2019-11-22,2006140,0.96,1917112,3923252
2019-11-25,2168997,0.94,2043711,4212708
2019-11-26,1943828,1.05,2031752,3975580
2019-11-27,2148686,0.94,2027870,4176556
2019-11-29,1227956,0.96,1182411,2410367
2019-12-02,2451302,0.99,2416259,4867561
2019-12-03,2224134,1.13,2502157,4726291
2019-12-04,1811749,0.98,1767740,3579489
2019-12-05,1395287,1.08,1513342,2908629
2019-12-06,2512997,0.88,2208461,4721458
2019-12-09,1889868,1.02,1933135,3823003
2019-12-10,1794181,0.98,1754761,3548942
2019-12-11,2152740,0.98,2101299,4254039
2019-12-12,3312635,0.72,2370809,5683444
2019-12-13,2980348,1.1,3274905,6255253
2019-12-16,3331330,0.87,2889222,6220552
2019-12-17,2736829,0.63,1736425,4473254
2019-12-18,2346720,1.06,2492299,4839019
2019-12-19,2830902,0.78,2217432,5048334
2019-12-20,3294760,0.79,2607601,5902361
2019-12-23,2119968,0.8,1688761,3808729
2019-12-24,999960,0.8,801458,1801418
2019-12-26,1806265,0.79,1422695,3228960
2019-12-27,2304017,0.87,1998438,4302455
2019-12-30,2072906,0.9,1865914,3938820
2019-12-31,1920266,0.96,1835081,3755347
2020-01-02,2489657,0.83,2076903,4566560
2020-01-03,2724124,0.85,2320609,5044733
2020-01-06,2322154,0.83,1920922,4243076
2020-01-07,2253162,0.83,1874087,4127249
2020-01-08,3062921,0.76,2332557,5395478
2020-01-09,3193445,0.66,2099569,5293014
2020-01-10,2999755,0.86,2593642,5593397
2020-01-13,2909182,0.76,2214071,5123253
2020-01-14,2694541,0.76,2049092,4743633
2020-01-15,2940400,0.75,2191944,5132344
2020-01-16,3362348,0.71,2403188,5765536
2020-01-17,4126341,0.66,2725376,6851717
