date,calls,p_c_ratio,puts,total
2011-08-30,1808569,1.15,2074660,3883229
2011-08-31,2232040,1.21,2691226,4923266
2011-09-01,1804555,1.08,1947890,3752445
2011-09-02,1861265,1.41,2617821,4479086
2011-09-06,2110826,1.26,2651532,4762358
2011-09-07,2236541,0.89,1999569,4236110
2011-09-08,1830014,1.13,2061503,3891517
2011-09-09,2617477,1.32,3456075,6073552
2011-09-12,2195890,1.24,2714636,4910526
2011-09-13,2080666,1.17,2436010,4516676
2011-09-14,2619629,1.04,2734250,5353879
2011-09-15,2757955,1.01,2788467,5546422
2011-09-16,3005549,1.02,3060980,6066529
2011-09-19,1966031,0.98,1930416,3896447
2011-09-20,1996076,1.11,2212932,4209008
2011-09-21,2250836,1.25,2823128,5073964
2011-09-22,3353423,1.25,4205817,7559240
2011-09-23,2397549,1.11,2669882,5067431
2011-09-26,1829481,1,1828241,3657722
2011-09-27,2087523,1.11,2324214,4411737
2011-09-28,1408537,1.43,2010925,3419462
2011-09-29,1775206,1.18,2087619,3862825
2011-09-30,2085372,1.25,2614354,4699726
2011-10-03,2332032,1.28,2991129,5323161
2011-10-04,3166381,1.18,3735881,6902262
2011-10-05,2312283,1.09,2518043,4830326
2011-10-06,2138621,1.24,2650622,4789243
2011-10-07,1992061,1.23,2441878,4433939
2011-10-10,1754559,1.35,2375733,4130292
2011-10-11,1586996,1.39,2201963,3788959
2011-10-12,2408751,1.27,3064497,5473248
2011-10-13,1764528,1.04,1840669,3605197
2011-10-14,2270626,0.97,2212881,4483507
2011-10-17,1859910,1.16,2153738,4013648
2011-10-18,2385314,1.01,2403648,4788962
2011-10-19,2336864,1.11,2602612,4939476
2011-10-20,2374288,1.35,3211518,5585806
2011-10-21,2999551,0.85,2537853,5537404
2011-10-24,2371274,0.94,2229046,4600320
2011-10-25,1874611,1.04,1955020,3829631
2011-10-26,1808400,0.99,1797077,3605477
2011-10-27,3877772,0.9,3499278,7377050
2011-10-28,2099970,0.98,2056672,4156642
2011-10-31,1466439,1.28,1871733,3338172
2011-11-01,2534918,1.34,3409242,5944160
2011-11-02,1624837,1.15,1875034,3499871
2011-11-03,1969035,1.07,2098165,4067200
2011-11-04,1613965,1.13,1822752,3436717
2011-11-07,1437878,0.99,1423303,2861181
2011-11-08,1825571,1.24,2257833,4083404
2011-11-09,2281680,1.32,3004195,5285875
2011-11-10,1692428,1.16,1958667,3651095
2011-11-11,1951136,0.93,1808174,3759310
2011-11-14,1526361,1.14,1732484,3258845
2011-11-15,1866930,1.09,2026808,3893738
2011-11-16,1912790,1.37,2613476,4526266
2011-11-17,2659661,1.28,3392055,6051716
2011-11-18,2564688,0.88,2268258,4832946
2011-11-21,1962737,1.05,2063485,4026222
2011-11-22,1661739,1.03,1715400,3377139
2011-11-23,1908852,1.26,2411085,4319937
2011-11-25,849444,1.27,1080436,1929880
2011-11-28,1674866,0.89,1486172,3161038
2011-11-29,1546823,0.96,1480447,3027270
2011-11-30,2677375,0.9,2403957,5081332
2011-12-01,1931856,0.92,1776102,3707958
2011-12-02,2105190,0.96,2019954,4125144
2011-12-05,1763252,0.96,1684089,3447341
2011-12-06,1649293,0.88,1444842,3094135
2011-12-07,1792552,0.9,1609136,3401688
2011-12-08,1835278,0.95,1744706,3579984
2011-12-09,1899404,1.18,2244845,4144249
2011-12-12,1958133,1.1,2160864,4118997
2011-12-13,2006462,1.14,2294586,4301048
2011-12-14,2266116,1.1,2484495,4750611
2011-12-15,1763492,1.22,2150139,3913631
2011-12-16,2163610,1.15,2484470,4648080
2011-12-19,1784194,0.86,1535948,3320142
2011-12-20,1907718,0.81,1552510,3460228
2011-12-21,1607350,1.05,1682690,3290040
2011-12-22,1536784,0.99,1524096,3060880
2011-12-23,1101095,0.86,946156,2047251
2011-12-27,927584,0.99,913687,1841271
2011-12-28,1089520,0.92,1005278,2094798
2011-12-29,1065062,1.08,1145460,2210522
2011-12-30,1097217,0.86,947582,2044799
2012-01-03,1975489,0.76,1509012,3484501
2012-01-04,1553406,0.97,1507428,3060834
2012-01-05,1912047,0.82,1560328,3472375
2012-01-06,1957704,0.96,1870849,3828553
2012-01-09,1692730,0.91,1545989,3238719
2012-01-10,2456540,0.8,1963450,4419990
2012-01-11,2021981,0.79,1588485,3610466
2012-01-12,2318477,0.84,1950096,4268573
2012-01-13,2731629,0.74,2015248,4746877
2012-01-17,2444346,0.83,2034550,4478896
2012-01-18,3162990,0.83,2610005,5772995
2012-01-19,3935051,0.7,2751078,6686129
2012-01-20,3406904,0.79,2698636,6105540
2012-01-23,2256984,1.07,2422554,4679538
2012-01-24,1903247,1.02,1941974,3845221
2012-01-25,2731122,0.77,2100484,4831606
2012-01-26,2476848,0.98,2426879,4903727
2012-01-27,2092473,0.88,1834954,3927427
2012-01-30,1732797,0.91,1569231,3302028
2012-01-31,1958618,0.87,1704137,3662755
2012-02-01,2562933,0.83,2120088,4683021
2012-02-02,2037368,0.87,1777927,3815295
2012-02-03,3550449,0.77,2741689,6292138
2012-02-06,1837950,0.83,1534273,3372223
2012-02-07,2656691,0.74,1953187,4609878
2012-02-08,2687184,0.83,2235417,4922601
2012-02-09,2787572,0.84,2346212,5133784
2012-02-10,2828541,1.1,3114303,5942844
2012-02-13,2235700,0.88,1961888,4197588
2012-02-14,2527772,0.96,2427922,4955694
2012-02-15,3029898,1.08,3265353,6295251
2012-02-16,3228002,0.87,2802984,6030986
2012-02-17,3253590,0.75,2443820,5697410
2012-02-21,2609561,0.86,2242467,4852028
2012-02-22,2202104,0.9,1975590,4177694
2012-02-23,2290348,0.98,2238836,4529184
2012-02-24,2349752,1.06,2500529,4850281
2012-02-27,1989683,0.9,1785271,3774954
2012-02-28,2170684,0.78,1690252,3860936
2012-02-29,2310238,1.04,2394991,4705229
2012-03-01,2199366,1,2199711,4399077
2012-03-02,2043825,0.95,1942687,3986512
2012-03-05,1817956,0.93,1695271,3513227
2012-03-06,2564605,1.05,2688881,5253486
2012-03-07,1897899,0.96,1830192,3728091
2012-03-08,2165083,0.94,2030891,4195974
2012-03-09,2384730,0.89,2128006,4512736
2012-03-12,1646945,1.06,1741728,3388673
2012-03-13,2982144,0.85,2524657,5506801
2012-03-14,3354687,0.82,2752999,6107686
2012-03-15,3491633,0.7,2446478,5938111
2012-03-16,3423691,0.77,2620148,6043839
2012-03-19,3093585,0.84,2606370,5699955
2012-03-20,2323711,0.86,2005485,4329196
2012-03-21,2642891,0.97,2557732,5200623
2012-03-22,2114929,1.07,2269288,4384217
2012-03-23,1884662,1.05,1981872,3866534
2012-03-26,2225165,1.04,2311333,4536498
2012-03-27,2185810,0.95,2080492,4266302
2012-03-28,2226653,1.02,2278510,4505163
2012-03-29,2140396,1.04,2236666,4377062
2012-03-30,2026513,0.98,1976082,4002595
2012-04-02,2078516,0.82,1709768,3788284
2012-04-03,2035791,0.93,1899476,3935267
2012-04-04,2110810,0.97,2045698,4156508
2012-04-05,2061878,0.94,1943360,4005238
2012-04-09,1778743,1.01,1797470,3576213
2012-04-10,3267042,0.97,3172402,6439444
2012-04-11,2099483,1.08,2276293,4375776
2012-04-12,2643567,0.86,2268098,4911665
2012-04-13,2264303,0.95,2160994,4425297
2012-04-16,1998125,1,2007901,4006026
2012-04-17,2407241,0.86,2076204,4483445
2012-04-18,2157755,0.99,2133765,4291520
2012-04-19,2714272,1.02,2755078,5469350
2012-04-20,2971407,0.88,2615908,5587315
2012-04-23,2143035,0.81,1729358,3872393
2012-04-24,1885032,0.89,1685703,3570735
2012-04-25,2473705,0.76,1872230,4345935
2012-04-26,2299350,0.84,1923310,4222660
2012-04-27,2062776,0.85,1749383,3812159
2012-04-30,1803243,0.87,1575700,3378943
2012-05-01,2121303,0.9,1916840,4038143
2012-05-02,1910665,1,1905435,3816100
2012-05-03,2220132,0.94,2092059,4312191
2012-05-04,2577111,1.04,2669922,5247033
2012-05-07,1841158,0.89,1630057,3471215
2012-05-08,2395004,1.13,2705308,5100312
2012-05-09,2590406,0.99,2552649,5143055
2012-05-10,2000660,1.06,2128622,4129282
2012-05-11,2106220,1.24,2606977,4713197
2012-05-14,2148922,1.24,2672056,4820978
2012-05-15,2471212,1.16,2859601,5330813
2012-05-16,2828292,1.24,3495509,6323801
2012-05-17,2992798,1.44,4304947,7297745
2012-05-18,3110453,1.33,4149813,7260266
2012-05-21,2355974,0.92,2168022,4523996
2012-05-22,2354979,1,2350915,4705894
2012-05-23,2411971,0.97,2344903,4756874
2012-05-24,2262987,0.97,2184218,4447205
2012-05-25,1529572,1.09,1664490,3194062
2012-05-29,1869296,0.96,1799569,3668865
2012-05-30,1663781,1.24,2060543,3724324
2012-05-31,2055234,1.07,2193853,4249087
2012-06-01,2759453,1.36,3739944,6499397
2012-06-04,2231907,0.97,2175702,4407609
2012-06-05,1889515,1.01,1909844,3799359
2012-06-06,2409415,1.13,2733020,5142435
2012-06-07,2576590,0.98,2512804,5089394
2012-06-08,1881807,0.96,1808642,3690449
2012-06-11, 1946611, 0.94, 1835532, 3782143
2012-06-12, 1814864, 1.14, 2072783, 3887647
2012-06-13, 1706821, 1.28, 2188107, 3894928
2012-06-14, 2333634, 1.03, 2414288, 4747922
2012-06-15, 2820539, 1.02, 2875512, 5696051
2012-06-18, 2127303, 1.00, 2134959, 4262262
2012-06-19, 2393252, 1.08, 2579643, 4972895
2012-06-20, 2237546, 0.94, 2094464, 4332010
2012-06-21, 2158830, 1.12, 2423810, 4582640
2012-06-22, 1818321, 0.99, 1800424, 3618745
2012-06-25, 1638761, 1.15, 1885640, 3524401
2012-06-26, 1415359, 1.00, 1415850, 2831209
2012-06-27, 1572784, 0.93, 1455626, 3028410
2012-06-28, 1796319, 0.98, 1760883, 3557202
2012-06-29, 2811112, 0.89, 2514475, 5325587
2012-07-02, 1464557, 1.04, 1524828, 2989385
2012-07-03, 1317887, 0.91, 1200408, 2518295
2012-07-05, 1771417, 0.86, 1529991, 3301408
2012-07-06, 1598442, 1.09, 1737045, 3335487
2012-07-09, 1460402, 0.99, 1450417, 2910819
2012-07-10, 1805647, 1.10, 1979012, 3784659
2012-07-11, 1664415, 0.96, 1596854, 3261269
2012-07-12, 2147742, 0.98, 2099552, 4247294
2012-07-13, 1889944, 1.00, 1894448, 3784392
2012-07-16, 1631794, 0.93, 1519516, 3151310
2012-07-17, 2448734, 0.84, 2067233, 4515967
2012-07-18, 2659997, 0.85, 2272088, 4932085
2012-07-19, 2719513, 0.86, 2352209, 5071722
2012-07-20, 2467025, 1.00, 2478189, 4945214
2012-07-23, 2044046, 0.84, 1725490, 3769536
2012-07-24, 2229063, 0.88, 1957875, 4186938
2012-07-25, 2067095, 0.94, 1936145, 4003240
2012-07-26, 2161241, 0.98, 2109089, 4270330
2012-07-27, 2883731, 0.89, 2552181, 5435912
2012-07-30, 1914762, 0.78, 1502577, 3417339
2012-07-31, 1747166, 0.81, 1417500, 3164666
2012-08-01, 2023480, 0.95, 1914531, 3938011
2012-08-02, 2239774, 0.93, 2078467, 4318241
2012-08-03, 2692734, 0.83, 2228117, 4920851
2012-08-06, 2146166, 0.80, 1707134, 3853300
2012-08-07, 2215632, 0.81, 1797621, 4013253
2012-08-08, 1740816, 0.80, 1391469, 3132285
2012-08-09, 1670120, 0.86, 1437537, 3107657
2012-08-10, 1466662, 0.99, 1454657, 2921319
2012-08-13, 2016196, 0.80, 1622687, 3638883
2012-08-14, 2054414, 0.82, 1691325, 3745739
2012-08-15, 1886010, 0.75, 1413450, 3299460
2012-08-16, 2890204, 0.84, 2425659, 5315863
2012-08-17, 2656658, 0.75, 1999542, 4656200
2012-08-20, 1855945, 0.99, 1846208, 3702153
2012-08-21, 2314649, 0.90, 2086042, 4400691
2012-08-22, 2086431, 0.97, 2031772, 4118203
2012-08-23, 1962309, 0.93, 1816381, 3778690
2012-08-24, 1857105, 0.85, 1581932, 3439037
2012-08-27, 1281372, 0.87, 1112470, 2393842
2012-08-28, 1210811, 0.83, 1008651, 2219462
2012-08-29, 1293876, 1.03, 1327287, 2621163
2012-08-30, 1618752, 1.06, 1718842, 3337594
2012-08-31, 1681996, 0.91, 1533939, 3215935
2012-09-04, 1534311, 0.89, 1370230, 2904541
2012-09-05, 1580294, 0.92, 1450981, 3031275
2012-09-06, 2774507, 0.86, 2389122, 5163629
2012-09-07, 3201281, 0.74, 2374549, 5575830
2012-09-10, 2224308, 0.79, 1758844, 3983152
2012-09-11, 2608995, 0.79, 2049110, 4658105
2012-09-12, 2373816, 0.74, 1767577, 4141393
2012-09-13, 3717013, 0.77, 2876329, 6593342
2012-09-14, 4169291, 0.69, 2879332, 7048623
2012-09-17, 1841018, 0.85, 1572577, 3413595
2012-09-18, 2169064, 0.79, 1709400, 3878464
2012-09-19, 2772735, 0.68, 1889304, 4662039
2012-09-20, 2634519, 0.85, 2249226, 4883745
2012-09-21, 2907639, 0.80, 2331559, 5239198
2012-09-24, 2127909, 0.79, 1688983, 3816892
2012-09-25, 2081663, 0.93, 1935551, 4017214
2012-09-26, 2162600, 0.90, 1935577, 4098177
2012-09-27, 2062277, 0.82, 1686409, 3748686
2012-09-28, 2115286, 0.99, 2104179, 4219465
2012-10-01, 1594885, 0.87, 1386482, 2981367
2012-10-02, 1789165, 0.74, 1316091, 3105256
2012-10-03, 1608386, 0.92, 1486933, 3095319
2012-10-04, 1976277, 0.81, 1594702, 3570979
2012-10-05, 2082054, 0.94, 1949923, 4031977
2012-10-08, 1232052, 0.84, 1036591, 2268643
2012-10-09, 1671049, 1.00, 1672415, 3343464
2012-10-10, 1797374, 1.00, 1800747, 3598121
2012-10-11, 1786288, 0.89, 1597612, 3383900
2012-10-12, 1750282, 1.05, 1832340, 3582622
2012-10-15, 1828164, 0.77, 1407697, 3235861
2012-10-16, 2181156, 0.81, 1762836, 3943992
2012-10-17, 2814191, 0.79, 2210413, 5024604
2012-10-18, 2627635, 0.88, 2302976, 4930611
2012-10-19, 2732595, 1.12, 3051988, 5784583
2012-10-22, 1737772, 0.94, 1639128, 3376900
2012-10-23, 2068032, 1.06, 2187800, 4255832
2012-10-24, 1609712, 0.91, 1465035, 3074747
2012-10-25, 1996301, 0.85, 1687933, 3684234
2012-10-26, 1769732, 0.99, 1755349, 3525081
2012-10-31, 1722705, 0.86, 1473767, 3196472
2012-11-01, 1852557, 0.95, 1757144, 3609701
2012-11-02, 2191801, 0.92, 2008917, 4200718
2012-11-05, 1680478, 0.81, 1363370, 3043848
2012-11-06, 1756512, 0.96, 1687464, 3443976
2012-11-07, 2310474, 1.21, 2789864, 5100338
2012-11-08, 2146804, 1.13, 2435324, 4582128
2012-11-09, 2022493, 1.17, 2361027, 4383520
2012-11-12, 1642964, 0.99, 1621859, 3264823
2012-11-13, 2234148, 0.83, 1858309, 4092457
2012-11-14, 2398085, 1.12, 2683762, 5081847
2012-11-15, 2368074, 1.24, 2937927, 5306001
2012-11-16, 2852762, 1.03, 2940709, 5793471
2012-11-19, 2460193, 0.75, 1838859, 4299052
2012-11-20, 1529703, 1.10, 1683574, 3213277
2012-11-21, 1695193, 0.86, 1464383, 3159576
2012-11-23, 1190540, 0.89, 1056862, 2247402
2012-11-26, 2109433, 0.63, 1323772, 3433205
2012-11-27, 1579097, 0.85, 1339009, 2918106
2012-11-28, 1801603, 0.83, 1500730, 3302333
2012-11-29, 2006721, 1.01, 2027922, 4034643
2012-11-30, 1522760, 1.16, 1769360, 3292120
2012-12-03, 1736492, 0.82, 1426252, 3162744
2012-12-04, 1455286, 1.04, 1516773, 2972059
2012-12-05, 1955364, 0.87, 1692751, 3648115
2012-12-06, 1544080, 0.92, 1421986, 2966066
2012-12-07, 2023914, 0.80, 1615377, 3639291
2012-12-10, 1357801, 0.90, 1224163, 2581964
2012-12-11, 1854053, 0.84, 1562827, 3416880
2012-12-12, 1853990, 0.89, 1643101, 3497091
2012-12-13, 1785566, 0.84, 1505678, 3291244
2012-12-14, 1848530, 0.89, 1644900, 3493430
2012-12-17, 1835534, 0.71, 1297902, 3133436
2012-12-18, 2776603, 0.85, 2355646, 5132249
2012-12-19, 2290281, 0.97, 2215882, 4506163
2012-12-20, 2438870, 0.86, 2087038, 4525908
2012-12-21, 2372086, 1.05, 2487759, 4859845
2012-12-24, 722992, 0.97, 701932, 1424924
2012-12-26, 1293072, 0.96, 1241836, 2534908
2012-12-27, 1712244, 1.06, 1816172, 3528416
2012-12-28, 1642696, 1.08, 1780782, 3423478
2012-12-31, 2068097, 1.02, 2118784, 4186881
2013-01-02, 2537978, 0.97, 2467062, 5005040
2013-01-03, 2328033, 0.84, 1952112, 4280145
2013-01-04, 2089689, 0.82, 1716520, 3806209
2013-01-07, 1727607, 0.89, 1538180, 3265787
2013-01-08, 1686739, 0.95, 1608435, 3295174
2013-01-09, 1733456, 0.85, 1481129, 3214585
2013-01-10, 2090163, 0.78, 1635643, 3725806
2013-01-11, 2170630, 0.72, 1570976, 3741606
2013-01-14, 1758601, 0.81, 1423372, 3181973
2013-01-15, 1788233, 1.03, 1849001, 3637234
2013-01-16, 2083405, 0.87, 1821163, 3904568
2013-01-17, 2469886, 0.79, 1945958, 4415844
2013-01-18, 2628407, 0.75, 1960682, 4589089
2013-01-22, 1979643, 0.94, 1863698, 3843341
2013-01-23, 1922458, 0.89, 1714709, 3637167
2013-01-24, 2609965, 0.88, 2291262, 4901227
2013-01-25, 2004687, 0.88, 1756044, 3760731
2013-01-28, 1510960, 0.97, 1459376, 2970336
2013-01-29, 1670772, 0.97, 1612826, 3283598
2013-01-30, 1619679, 0.95, 1533442, 3153121
2013-01-31, 1788124, 0.91, 1626289, 3414413
2013-02-01, 2238910, 0.90, 2004592, 4243502
2013-02-04, 1488351, 1.10, 1642864, 3131215
2013-02-05, 1622827, 0.95, 1537017, 3159844
2013-02-06, 1565824, 0.97, 1524992, 3090816
2013-02-07, 1537809, 1.03, 1582817, 3120626
2013-02-08, 1807221, 0.90, 1633040, 3440261
2013-02-11, 1456184, 1.07, 1563786, 3019970
2013-02-12, 1915308, 0.92, 1763256, 3678564
2013-02-13, 2161239, 0.91, 1975881, 4137120
2013-02-14, 2195807, 0.83, 1826073, 4021880
2013-02-15, 2468727, 0.88, 2181714, 4650441
2013-02-19, 1824390, 0.99, 1801827, 3626217
2013-02-20, 2040525, 1.14, 2331978, 4372503
2013-02-21, 2369158, 1.10, 2609267, 4978425
2013-02-22, 1826185, 0.90, 1648940, 3475125
2013-02-25, 2135793, 1.15, 2462076, 4597869
2013-02-26, 2555876, 1.10, 2804352, 5360228
2013-02-27, 2000981, 0.99, 1974201, 3975182
2013-02-28, 1646578, 0.98, 1617421, 3263999
2013-03-01, 1845987, 1.17, 2151416, 3997403
2013-03-04, 1387436, 1.12, 1553118, 2940554
2013-03-05, 2165050, 1.12, 2420896, 4585946
2013-03-06, 2325902, 0.71, 1654835, 3980737
2013-03-07, 1943169, 0.83, 1611572, 3554741
2013-03-08, 2467133, 0.90, 2226949, 4694082
2013-03-11, 2001360, 0.93, 1864986, 3866346
2013-03-12, 2017991, 1.08, 2180330, 4198321
2013-03-13, 1897399, 0.78, 1489265, 3386664
2013-03-14, 2574603, 0.73, 1887648, 4462251
2013-03-15, 2554013, 0.85, 2166707, 4720720
2013-03-18, 2019138, 0.91, 1831699, 3850837
2013-03-19, 2579607, 0.97, 2497969, 5077576
2013-03-20, 2565311, 0.74, 1910530, 4475841
2013-03-21, 2078191, 0.86, 1786356, 3864547
2013-03-22, 2030708, 0.92, 1859386, 3890094
2013-03-25, 2106517, 0.89, 1877337, 3983854
2013-03-26, 1532118, 0.79, 1216861, 2748979
2013-03-27, 1565764, 0.92, 1438526, 3004290
2013-03-28, 1696884, 0.90, 1519630, 3216514
2013-04-01, 1273839, 1.00, 1279193, 2553032
2013-04-02, 1774296, 0.87, 1537059, 3311355
2013-04-03, 2069119, 1.06, 2193944, 4263063
2013-04-04, 1712663, 1.09, 1868237, 3580900
2013-04-05, 2059836, 1.00, 2062333, 4122169
2013-04-08, 1432458, 0.90, 1292373, 2724831
2013-04-09, 2271588, 0.67, 1528451, 3800039
2013-04-10, 2734900, 0.85, 2333539, 5068439
2013-04-11, 2407483, 0.87, 2105816, 4513299
2013-04-12, 1940434, 1.15, 2235363, 4175797
2013-04-15, 3046385, 1.09, 3316202, 6362587
2013-04-16, 2370577, 0.88, 2089273, 4459850
2013-04-17, 2783689, 1.19, 3315498, 6099187
2013-04-18, 2484261, 1.18, 2920818, 5405079
2013-04-19, 2220637, 1.10, 2438573, 4659210
2013-04-22, 1608513, 1.03, 1652457, 3260970
2013-04-23, 2163891, 0.90, 1936817, 4100708
2013-04-24, 2119454, 0.79, 1674562, 3794016
2013-04-25, 711172, 0.97, 688582, 1399754
2013-04-26, 1714012, 0.89, 1531757, 3245769
2013-04-29, 1547283, 0.90, 1398586, 2945869
2013-04-30, 1734794, 0.89, 1535982, 3270776
2013-05-01, 1766318, 1.03, 1817496, 3583814
2013-05-02, 1878567, 0.91, 1710891, 3589458
2013-05-03, 2681357, 0.90, 2416250, 5097607
2013-05-06, 1922224, 0.78, 1492109, 3414333
2013-05-07, 1887304, 0.89, 1671308, 3558612
2013-05-08, 2119192, 0.88, 1855314, 3974506
2013-05-09, 2137305, 1.00, 2135691, 4272996
2013-05-10, 2558178, 0.75, 1907102, 4465280
2013-05-13, 1619933, 0.87, 1403149, 3023082
2013-05-14, 2697128, 0.81, 2192600, 4889728
2013-05-15, 2936519, 0.78, 2297032, 5233551
2013-05-16, 2336184, 0.99, 2302761, 4638945
2013-05-17, 3001781, 0.81, 2436915, 5438696
2013-05-20, 2199429, 0.79, 1746498, 3945927
2013-05-21, 2120907, 0.92, 1958907, 4079814
2013-05-22, 3025482, 1.03, 3120780, 6146262
2013-05-23, 2143466, 1.01, 2161243, 4304709
2013-05-24, 1618308, 1.26, 2043122, 3661430
2013-05-28, 1900262, 0.98, 1856000, 3756262
2013-05-29, 2006957, 0.86, 1720935, 3727892
2013-05-30, 1880893, 0.86, 1621548, 3502441
2013-05-31, 1937034, 1.19, 2311649, 4248683
2013-06-03, 2335581, 0.92, 2145629, 4481210
2013-06-04, 1756232, 1.16, 2032114, 3788346
2013-06-05, 2367369, 1.18, 2790396, 5157765
2013-06-06, 2442992, 1.22, 2970128, 5413120
2013-06-07, 2312473, 1.13, 2605823, 4918296
2013-06-10, 1656041, 1.08, 1787290, 3443331
2013-06-11, 1967041, 1.04, 2036870, 4003911
2013-06-12, 2026655, 1.20, 2423156, 4449811
2013-06-13, 2110924, 0.98, 2073528, 4184452
2013-06-14, 1949279, 1.19, 2313874, 4263153
2013-06-17, 2023114, 0.96, 1935515, 3958629
2013-06-18, 2228570, 0.86, 1914630, 4143200
2013-06-19, 2368032, 1.11, 2617088, 4985120
2013-06-20, 3713903, 1.39, 5161994, 8875897
2013-06-21, 3333386, 1.17, 3890037, 7223423
2013-06-24, 2710571, 1.01, 2736719, 5447290
2013-06-25, 1713712, 1.08, 1842261, 3555973
2013-06-26, 2101097, 0.85, 1795810, 3896907
2013-06-27, 2179990, 1.02, 2220337, 4400327
2013-06-28, 1945804, 0.96, 1875203, 3821007
2013-07-01, 1746566, 0.91, 1588741, 3335307
2013-07-02, 1723361, 1.04, 1793249, 3516610
2013-07-03, 1040190, 1.14, 1183925, 2224115
2013-07-05, 1876417, 0.97, 1811930, 3688347
2013-07-08, 2244854, 1.04, 2339877, 4584731
2013-07-09, 2385378, 1.01, 2418225, 4803603
2013-07-10, 2072335, 1.04, 2145013, 4217348
2013-07-11, 2574607, 1.01, 2609323, 5183930
2013-07-12, 2394181, 0.90, 2143876, 4538057
2013-07-15, 2279828, 0.83, 1888931, 4168759
2013-07-16, 2147080, 0.97, 2088378, 4235458
2013-07-17, 2362927, 0.92, 2177135, 4540062
2013-07-18, 3042113, 0.74, 2253447, 5295560
2013-07-19, 2577120, 0.79, 2043031, 4620151
2013-07-22, 1749163, 0.93, 1629702, 3378865
2013-07-23, 1854243, 0.93, 1723831, 3578074
2013-07-24, 1847299, 0.96, 1779996, 3627295
2013-07-25, 1891781, 0.96, 1814601, 3706382
2013-07-26, 1877648, 0.98, 1840072, 3717720
2013-07-29, 1437929, 0.84, 1205415, 2643344
2013-07-30, 1883542, 0.78, 1461540, 3345082
2013-07-31, 2221730, 0.88, 1953193, 4174923
2013-08-01, 2464895, 0.85, 2083016, 4547911
2013-08-02, 2204705, 0.88, 1930569, 4135274
2013-08-05, 1794760, 0.85, 1529654, 3324414
2013-08-06, 2598229, 0.90, 2331146, 4929375
2013-08-07, 1844892, 0.96, 1769826, 3614718
2013-08-08, 2192124, 0.76, 1676155, 3868279
2013-08-09, 1944895, 0.90, 1759950, 3704845
2013-08-12, 1878757, 0.77, 1438132, 3316889
2013-08-13, 2396402, 0.77, 1843140, 4239542
2013-08-14, 2310920, 0.79, 1836387, 4147307
2013-08-15, 3453028, 0.96, 3320387, 6773415
2013-08-16, 2823182, 0.93, 2638336, 5461518
2013-08-19, 2071483, 0.93, 1918344, 3989827
2013-08-20, 2165998, 0.90, 1943190, 4109188
2013-08-21, 2451137, 0.97, 2387428, 4838565
2013-08-22, 1621648, 0.82, 1337089, 2958737
2013-08-23, 1942379, 0.81, 1574042, 3516421
2013-08-26, 1653131, 0.90, 1484471, 3137602
2013-08-27, 2353318, 1.02, 2410446, 4763764
2013-08-28, 1857442, 0.81, 1503046, 3360488
2013-08-29, 1663266, 0.96, 1592320, 3255586
2013-08-30, 1682956, 1.12, 1887358, 3570314
2013-09-03, 2031875, 0.75, 1525388, 3557263
2013-09-04, 2017922, 0.77, 1555693, 3573615
2013-09-05, 1780860, 0.82, 1460131, 3240991
2013-09-06, 2278086, 0.86, 1968947, 4247033
2013-09-09, 2240516, 0.65, 1455798, 3696314
2013-09-10, 2716017, 0.76, 2074538, 4790555
2013-09-11, 2199994, 0.92, 2024435, 4224429
2013-09-12, 2150176, 0.86, 1846799, 3996975
2013-09-13, 2036239, 0.77, 1563242, 3599481
2013-09-16, 2141424, 0.91, 1950064, 4091488
2013-09-17, 2302282, 0.80, 1838553, 4140835
2013-09-18, 3748712, 0.84, 3136276, 6884988
2013-09-19, 3116272, 0.76, 2383603, 5499875
2013-09-20, 2564448, 1.05, 2692076, 5256524
2013-09-23, 1957948, 0.99, 1947670, 3905618
2013-09-24, 1973253, 0.87, 1722075, 3695328
2013-09-25, 1800270, 0.96, 1734649, 3534919
2013-09-26, 2229382, 0.70, 1568173, 3797555
2013-09-27, 2437157, 0.94, 2292596, 4729753
2013-09-30, 2179817, 1.11, 2411641, 4591458
2013-10-01, 2080660, 0.85, 1778284, 3858944
2013-10-02, 2343638, 0.77, 1807345, 4150983
2013-10-03, 2972445, 0.99, 2928202, 5900647
2013-10-04, 2264951, 0.87, 1971270, 4236221
2013-10-07, 1993121, 0.92, 1827117, 3820238
2013-10-08, 3335048, 0.97, 3241880, 6576928
2013-10-09, 2968138, 1.30, 3860555, 6828693
2013-10-10, 2964702, 0.93, 2757236, 5721938
2013-10-11, 2391492, 0.95, 2282601, 4674093
2013-10-14, 2249990, 0.90, 2026273, 4276263
2013-10-15, 2595577, 0.99, 2578893, 5174470
2013-10-16, 3097498, 0.93, 2891160, 5988658
2013-10-17, 3507716, 0.87, 3068816, 6576532
2013-10-18, 4204529, 0.69, 2921289, 7125818
2013-10-21, 2267409, 0.81, 1838483, 4105892
2013-10-22, 2569717, 0.84, 2153851, 4723568
2013-10-23, 2048287, 0.86, 1763008, 3811295
2013-10-24, 2095200, 0.81, 1705244, 3800444
2013-10-25, 1950230, 0.93, 1816621, 3766851
2013-10-28, 2077982, 0.78, 1618671, 3696653
2013-10-29, 2276551, 0.74, 1683383, 3959934
2013-10-30, 2366264, 0.98, 2327847, 4694111
2013-10-31, 1994073, 0.90, 1802932, 3797005
